GEOID,NAME,state_name,race_total,white_non_hispanic,black_alone,asian_alone,hispanic_latino
34005701102,Census Tract 7011.02; Burlington County; New Jersey,New Jersey,6117,2595,2044,621,562
34005701103,Census Tract 7011.03; Burlington County; New Jersey,New Jersey,6889,2982,2539,528,517
34005701104,Census Tract 7011.04; Burlington County; New Jersey,New Jersey,4676,1958,1953,347,245
34005701105,Census Tract 7011.05; Burlington County; New Jersey,New Jersey,6197,2468,2087,793,383
34005701201,Census Tract 7012.01; Burlington County; New Jersey,New Jersey,2759,1379,886,15,228
34005701203,Census Tract 7012.03; Burlington County; New Jersey,New Jersey,2018,890,710,96,166
34005701204,Census Tract 7012.04; Burlington County; New Jersey,New Jersey,3027,875,1138,0,808
34005701205,Census Tract 7012.05; Burlington County; New Jersey,New Jersey,2029,1154,462,25,269
34005701301,Census Tract 7013.01; Burlington County; New Jersey,New Jersey,4815,2934,705,383,501
34005701302,Census Tract 7013.02; Burlington County; New Jersey,New Jersey,3204,2564,94,215,305
34005701303,Census Tract 7013.03; Burlington County; New Jersey,New Jersey,4729,2967,502,618,558
34005701401,Census Tract 7014.01; Burlington County; New Jersey,New Jersey,6470,4441,1270,171,314
34005701402,Census Tract 7014.02; Burlington County; New Jersey,New Jersey,2412,2253,43,61,40
34005701502,Census Tract 7015.02; Burlington County; New Jersey,New Jersey,4007,2576,359,534,433
34005701700,Census Tract 7017; Burlington County; New Jersey,New Jersey,3989,2969,434,102,301
34005702101,Census Tract 7021.01; Burlington County; New Jersey,New Jersey,3979,2472,273,80,873
34005702203,Census Tract 7022.03; Burlington County; New Jersey,New Jersey,3319,1321,1351,105,267
34005702204,Census Tract 7022.04; Burlington County; New Jersey,New Jersey,2533,1322,547,114,514
34005702206,Census Tract 7022.06; Burlington County; New Jersey,New Jersey,1328,800,188,22,202
34005702207,Census Tract 7022.07; Burlington County; New Jersey,New Jersey,2892,1831,427,105,238
34005702208,Census Tract 7022.08; Burlington County; New Jersey,New Jersey,7091,4130,1197,169,987
34005702209,Census Tract 7022.09; Burlington County; New Jersey,New Jersey,3141,2208,209,126,455
34005702210,Census Tract 7022.10; Burlington County; New Jersey,New Jersey,4545,2916,414,286,644
34005702300,Census Tract 7023; Burlington County; New Jersey,New Jersey,1338,785,114,23,254
34005702400,Census Tract 7024; Burlington County; New Jersey,New Jersey,3237,2899,46,60,198
34005702500,Census Tract 7025; Burlington County; New Jersey,New Jersey,6215,3535,1214,19,793
34005702601,Census Tract 7026.01; Burlington County; New Jersey,New Jersey,4224,2372,711,291,652
34005702603,Census Tract 7026.03; Burlington County; New Jersey,New Jersey,2799,1469,852,0,231
34005702701,Census Tract 7027.01; Burlington County; New Jersey,New Jersey,2850,677,1162,295,671
34005702702,Census Tract 7027.02; Burlington County; New Jersey,New Jersey,6254,3471,1580,453,404
34005702801,Census Tract 7028.01; Burlington County; New Jersey,New Jersey,2334,367,1530,0,234
34005702802,Census Tract 7028.02; Burlington County; New Jersey,New Jersey,2627,430,1673,0,480
34005702803,Census Tract 7028.03; Burlington County; New Jersey,New Jersey,4296,380,2733,51,961
34005702804,Census Tract 7028.04; Burlington County; New Jersey,New Jersey,2764,232,2207,11,147
34005702805,Census Tract 7028.05; Burlington County; New Jersey,New Jersey,3494,411,2549,4,383
34005702806,Census Tract 7028.06; Burlington County; New Jersey,New Jersey,3120,236,2034,0,367
34005702807,Census Tract 7028.07; Burlington County; New Jersey,New Jersey,3246,501,1828,1,378
34005702808,Census Tract 7028.08; Burlington County; New Jersey,New Jersey,3582,411,1551,165,1219
34005702809,Census Tract 7028.09; Burlington County; New Jersey,New Jersey,2147,329,1246,84,65
34005702810,Census Tract 7028.10; Burlington County; New Jersey,New Jersey,1688,150,1176,3,264
34005702811,Census Tract 7028.11; Burlington County; New Jersey,New Jersey,2548,217,2029,35,193
34005702905,Census Tract 7029.05; Burlington County; New Jersey,New Jersey,4883,3976,380,222,101
34005702906,Census Tract 7029.06; Burlington County; New Jersey,New Jersey,1832,1355,96,100,170
34005702907,Census Tract 7029.07; Burlington County; New Jersey,New Jersey,2770,2455,0,103,173
34005702908,Census Tract 7029.08; Burlington County; New Jersey,New Jersey,4703,3225,434,562,177
34005702909,Census Tract 7029.09; Burlington County; New Jersey,New Jersey,6393,3677,1221,910,370
34005702910,Census Tract 7029.10; Burlington County; New Jersey,New Jersey,5387,3716,684,331,443
34005702913,Census Tract 7029.13; Burlington County; New Jersey,New Jersey,4736,2306,785,998,347
34005702914,Census Tract 7029.14; Burlington County; New Jersey,New Jersey,5308,3331,308,487,460
34005702915,Census Tract 7029.15; Burlington County; New Jersey,New Jersey,4604,2688,1042,202,368
34005702917,Census Tract 7029.17; Burlington County; New Jersey,New Jersey,2278,1717,145,252,86
34005702918,Census Tract 7029.18; Burlington County; New Jersey,New Jersey,2035,1069,372,202,233
34005703000,Census Tract 7030; Burlington County; New Jersey,New Jersey,6024,4188,516,405,607
34005703102,Census Tract 7031.02; Burlington County; New Jersey,New Jersey,2924,2328,212,181,56
34005703103,Census Tract 7031.03; Burlington County; New Jersey,New Jersey,4427,2556,1056,330,353
34005703104,Census Tract 7031.04; Burlington County; New Jersey,New Jersey,5435,3772,745,333,220
34005703201,Census Tract 7032.01; Burlington County; New Jersey,New Jersey,3140,2696,51,25,266
34005703202,Census Tract 7032.02; Burlington County; New Jersey,New Jersey,3184,2824,19,29,201
34005703203,Census Tract 7032.03; Burlington County; New Jersey,New Jersey,3984,3869,87,0,0
34005703600,Census Tract 7036; Burlington County; New Jersey,New Jersey,6797,6506,52,62,130
34005703700,Census Tract 7037; Burlington County; New Jersey,New Jersey,6461,5929,121,12,193
34005703801,Census Tract 7038.01; Burlington County; New Jersey,New Jersey,7314,6200,141,272,247
34005703802,Census Tract 7038.02; Burlington County; New Jersey,New Jersey,5257,4666,13,379,190
34005703803,Census Tract 7038.03; Burlington County; New Jersey,New Jersey,5035,4639,89,48,159
34005703804,Census Tract 7038.04; Burlington County; New Jersey,New Jersey,6782,6210,51,231,135
34005703900,Census Tract 7039; Burlington County; New Jersey,New Jersey,4263,3869,0,98,109
34005704004,Census Tract 7040.04; Burlington County; New Jersey,New Jersey,3715,2877,139,287,358
34005704005,Census Tract 7040.05; Burlington County; New Jersey,New Jersey,3609,3018,24,275,202
34005704006,Census Tract 7040.06; Burlington County; New Jersey,New Jersey,2390,1618,63,414,78
34005704007,Census Tract 7040.07; Burlington County; New Jersey,New Jersey,3402,2976,72,105,175
34005704008,Census Tract 7040.08; Burlington County; New Jersey,New Jersey,5494,4551,236,277,266
34005704009,Census Tract 7040.09; Burlington County; New Jersey,New Jersey,4633,3320,581,420,213
34005704011,Census Tract 7040.11; Burlington County; New Jersey,New Jersey,3139,2672,213,146,60
34005704012,Census Tract 7040.12; Burlington County; New Jersey,New Jersey,6002,5098,493,125,194
34005704013,Census Tract 7040.13; Burlington County; New Jersey,New Jersey,5661,4932,92,350,95
34005704015,Census Tract 7040.15; Burlington County; New Jersey,New Jersey,3922,2523,533,447,274
34005704016,Census Tract 7040.16; Burlington County; New Jersey,New Jersey,5233,4107,101,502,397
34005704201,Census Tract 7042.01; Burlington County; New Jersey,New Jersey,5034,3991,208,84,605
34005704202,Census Tract 7042.02; Burlington County; New Jersey,New Jersey,3527,2213,332,415,418
34005704302,Census Tract 7043.02; Burlington County; New Jersey,New Jersey,7639,4385,177,2343,406
34005704500,Census Tract 7045; Burlington County; New Jersey,New Jersey,4431,3017,205,9,682
34005704600,Census Tract 7046; Burlington County; New Jersey,New Jersey,2920,1288,889,87,396
34005704700,Census Tract 7047; Burlington County; New Jersey,New Jersey,2940,2491,45,69,258
34005704801,Census Tract 7048.01; Burlington County; New Jersey,New Jersey,3151,1426,520,13,1045
34005981802,Census Tract 9818.02; Burlington County; New Jersey,New Jersey,1505,362,847,0,296
34005982111,Census Tract 9821.11; Burlington County; New Jersey,New Jersey,907,561,104,28,189
34005982200,Census Tract 9822; Burlington County; New Jersey,New Jersey,5211,1931,1892,98,1155
34007600200,Census Tract 6002; Camden County; New Jersey,New Jersey,1693,0,904,26,723
34007600400,Census Tract 6004; Camden County; New Jersey,New Jersey,2766,40,1297,0,1400
34007600700,Census Tract 6007; Camden County; New Jersey,New Jersey,1338,32,87,0,1219
34007600800,Census Tract 6008; Camden County; New Jersey,New Jersey,5211,154,1163,0,3842
34007600900,Census Tract 6009; Camden County; New Jersey,New Jersey,3804,15,713,0,3034
34007601000,Census Tract 6010; Camden County; New Jersey,New Jersey,5645,124,328,32,5059
34007601101,Census Tract 6011.01; Camden County; New Jersey,New Jersey,3295,7,717,208,2338
34007601102,Census Tract 6011.02; Camden County; New Jersey,New Jersey,5044,66,1308,617,3024
34007601200,Census Tract 6012; Camden County; New Jersey,New Jersey,6529,141,2372,166,3704
34007601300,Census Tract 6013; Camden County; New Jersey,New Jersey,4726,87,1768,0,2815
34007601400,Census Tract 6014; Camden County; New Jersey,New Jersey,4181,9,3324,6,756
34007601500,Census Tract 6015; Camden County; New Jersey,New Jersey,5394,10,3121,0,2208
34007601600,Census Tract 6016; Camden County; New Jersey,New Jersey,2401,37,1621,84,659
34007601700,Census Tract 6017; Camden County; New Jersey,New Jersey,2805,91,1353,0,1194
34007601800,Census Tract 6018; Camden County; New Jersey,New Jersey,918,27,322,124,445
34007601900,Census Tract 6019; Camden County; New Jersey,New Jersey,2701,0,1354,64,1228
34007602000,Census Tract 6020; Camden County; New Jersey,New Jersey,6221,331,3304,0,2268
34007602503,Census Tract 6025.03; Camden County; New Jersey,New Jersey,2558,153,920,154,1278
34007602601,Census Tract 6026.01; Camden County; New Jersey,New Jersey,3014,812,664,504,939
34007602602,Census Tract 6026.02; Camden County; New Jersey,New Jersey,3605,610,1191,407,1294
34007602901,Census Tract 6029.01; Camden County; New Jersey,New Jersey,4840,2287,654,328,1348
34007602902,Census Tract 6029.02; Camden County; New Jersey,New Jersey,2975,1004,1211,110,562
34007603001,Census Tract 6030.01; Camden County; New Jersey,New Jersey,4241,1845,787,304,1020
34007603002,Census Tract 6030.02; Camden County; New Jersey,New Jersey,4513,777,811,469,2165
34007603100,Census Tract 6031; Camden County; New Jersey,New Jersey,3800,2249,423,100,917
34007603201,Census Tract 6032.01; Camden County; New Jersey,New Jersey,4554,2149,911,435,677
34007603202,Census Tract 6032.02; Camden County; New Jersey,New Jersey,2608,1959,113,105,350
34007603301,Census Tract 6033.01; Camden County; New Jersey,New Jersey,5861,3713,346,764,769
34007603302,Census Tract 6033.02; Camden County; New Jersey,New Jersey,6228,4332,171,978,611
34007603303,Census Tract 6033.03; Camden County; New Jersey,New Jersey,3297,2512,59,509,177
34007603400,Census Tract 6034; Camden County; New Jersey,New Jersey,8006,4257,658,1439,896
34007603501,Census Tract 6035.01; Camden County; New Jersey,New Jersey,5995,3572,417,1508,359
34007603503,Census Tract 6035.03; Camden County; New Jersey,New Jersey,4859,3324,302,652,259
34007603504,Census Tract 6035.04; Camden County; New Jersey,New Jersey,3262,2385,224,345,246
34007603505,Census Tract 6035.05; Camden County; New Jersey,New Jersey,3700,2718,10,543,298
34007603506,Census Tract 6035.06; Camden County; New Jersey,New Jersey,6066,4305,64,1272,306
34007603507,Census Tract 6035.07; Camden County; New Jersey,New Jersey,7552,5860,241,953,354
34007603601,Census Tract 6036.01; Camden County; New Jersey,New Jersey,4155,3221,420,99,297
34007603602,Census Tract 6036.02; Camden County; New Jersey,New Jersey,2598,2375,3,108,89
34007603603,Census Tract 6036.03; Camden County; New Jersey,New Jersey,2544,2185,75,24,125
34007603700,Census Tract 6037; Camden County; New Jersey,New Jersey,3649,2321,508,237,556
34007603800,Census Tract 6038; Camden County; New Jersey,New Jersey,5697,5260,43,35,212
34007603901,Census Tract 6039.01; Camden County; New Jersey,New Jersey,5029,4651,12,0,173
34007603902,Census Tract 6039.02; Camden County; New Jersey,New Jersey,3412,2668,420,195,78
34007604100,Census Tract 6041; Camden County; New Jersey,New Jersey,2904,440,625,215,1527
34007604200,Census Tract 6042; Camden County; New Jersey,New Jersey,3209,2591,169,38,330
34007604300,Census Tract 6043; Camden County; New Jersey,New Jersey,3927,3551,100,25,178
34007604400,Census Tract 6044; Camden County; New Jersey,New Jersey,3367,2891,42,82,169
34007604600,Census Tract 6046; Camden County; New Jersey,New Jersey,2050,1488,147,27,216
34007604700,Census Tract 6047; Camden County; New Jersey,New Jersey,1887,1793,0,29,65
34007605100,Census Tract 6051; Camden County; New Jersey,New Jersey,2294,1934,6,141,185
34007605200,Census Tract 6052; Camden County; New Jersey,New Jersey,2709,1914,168,227,400
34007605300,Census Tract 6053; Camden County; New Jersey,New Jersey,1894,1352,210,129,178
34007605400,Census Tract 6054; Camden County; New Jersey,New Jersey,2498,2095,28,0,228
34007605602,Census Tract 6056.02; Camden County; New Jersey,New Jersey,3050,2818,73,7,132
34007605700,Census Tract 6057; Camden County; New Jersey,New Jersey,3431,3172,72,0,68
34007605800,Census Tract 6058; Camden County; New Jersey,New Jersey,2937,2862,9,48,1
34007605900,Census Tract 6059; Camden County; New Jersey,New Jersey,2695,2316,91,21,175
34007606000,Census Tract 6060; Camden County; New Jersey,New Jersey,1852,1734,22,24,72
34007606100,Census Tract 6061; Camden County; New Jersey,New Jersey,2479,2188,0,28,175
34007606200,Census Tract 6062; Camden County; New Jersey,New Jersey,4214,3991,1,61,29
34007606300,Census Tract 6063; Camden County; New Jersey,New Jersey,2507,2217,39,39,16
34007606400,Census Tract 6064; Camden County; New Jersey,New Jersey,3268,2688,14,33,454
34007606500,Census Tract 6065; Camden County; New Jersey,New Jersey,3059,140,2364,19,477
34007606600,Census Tract 6066; Camden County; New Jersey,New Jersey,2487,2157,0,161,138
34007606700,Census Tract 6067; Camden County; New Jersey,New Jersey,4535,3941,87,73,101
34007606800,Census Tract 6068; Camden County; New Jersey,New Jersey,4114,3069,73,412,420
34007607000,Census Tract 6070; Camden County; New Jersey,New Jersey,4577,3532,169,430,375
34007607100,Census Tract 6071; Camden County; New Jersey,New Jersey,3994,3162,228,91,430
34007607200,Census Tract 6072; Camden County; New Jersey,New Jersey,4313,3139,380,120,575
34007607300,Census Tract 6073; Camden County; New Jersey,New Jersey,4342,2528,784,337,628
34007607401,Census Tract 6074.01; Camden County; New Jersey,New Jersey,2686,1787,540,40,214
34007607402,Census Tract 6074.02; Camden County; New Jersey,New Jersey,2838,1382,895,77,331
34007607502,Census Tract 6075.02; Camden County; New Jersey,New Jersey,6492,4552,785,656,318
34007607503,Census Tract 6075.03; Camden County; New Jersey,New Jersey,6498,4609,231,1279,174
34007607504,Census Tract 6075.04; Camden County; New Jersey,New Jersey,3958,3017,109,475,260
34007607505,Census Tract 6075.05; Camden County; New Jersey,New Jersey,3818,2927,165,411,281
34007607506,Census Tract 6075.06; Camden County; New Jersey,New Jersey,3275,1135,531,1101,278
34007607507,Census Tract 6075.07; Camden County; New Jersey,New Jersey,6835,3005,716,1948,573
34007607600,Census Tract 6076; Camden County; New Jersey,New Jersey,2278,1809,53,127,218
34007607701,Census Tract 6077.01; Camden County; New Jersey,New Jersey,7125,1596,2146,263,3001
34007607702,Census Tract 6077.02; Camden County; New Jersey,New Jersey,5080,1887,950,170,1990
34007607801,Census Tract 6078.01; Camden County; New Jersey,New Jersey,6720,1654,3081,218,1322
34007607802,Census Tract 6078.02; Camden County; New Jersey,New Jersey,2412,1230,560,38,400
34007607900,Census Tract 6079; Camden County; New Jersey,New Jersey,2004,1751,79,95,56
34007608001,Census Tract 6080.01; Camden County; New Jersey,New Jersey,3341,2229,241,71,679
34007608202,Census Tract 6082.02; Camden County; New Jersey,New Jersey,3748,2659,542,100,130
34007608205,Census Tract 6082.05; Camden County; New Jersey,New Jersey,4456,3292,750,22,327
34007608206,Census Tract 6082.06; Camden County; New Jersey,New Jersey,3661,2858,326,60,281
34007608209,Census Tract 6082.09; Camden County; New Jersey,New Jersey,2999,2024,427,259,209
34007608210,Census Tract 6082.10; Camden County; New Jersey,New Jersey,3967,1838,869,376,677
34007608211,Census Tract 6082.11; Camden County; New Jersey,New Jersey,5566,2916,1761,403,435
34007608302,Census Tract 6083.02; Camden County; New Jersey,New Jersey,5310,4110,464,0,535
34007608303,Census Tract 6083.03; Camden County; New Jersey,New Jersey,2998,2031,497,193,55
34007608304,Census Tract 6083.04; Camden County; New Jersey,New Jersey,7061,4727,711,587,762
34007608401,Census Tract 6084.01; Camden County; New Jersey,New Jersey,3774,2850,364,61,222
34007608402,Census Tract 6084.02; Camden County; New Jersey,New Jersey,3905,2384,631,69,539
